"","Obs_Index","Behavior","Initiator_ID","Recipient_ID","Score","Notes","Initiator_Gender","Recipient_Gender","Initiator_Age_Group","Initiator_Age","Recipient_Age_Group","Recipient_Age","Initiator_Age_cut","Recipient_Age_cut","Initiator_To_Recipient","lumped_behavior","refined_behavior","y","init_id","recp_id","init_g","recp_g","init_age_z","recp_age_z"
"862",106,"sharing","508","499","0.5",NA,"M","F","child",5,"child",1,"(3,6]","(0,3]","Older","sharing","sharing_0.5",39,36,112,0,1,-0.135496870812659,-1.6959430992975
"864",106,"verbal aggression","508","241","1.0",NA,"M","F","child",5,"child",7,"(3,6]","(6,9]","Younger","verbal aggression","verbal aggression_1.0",51,36,75,0,1,-0.135496870812659,0.874022291727172
"865",107,"leading","201","229","1.0",NA,"M","M","child",2,"child",9,"(0,3]","(6,9]","Younger","leading","leading_1.0",16,38,44,0,0,-1.49046557893925,1.73067742206873
"866",107,"following","229","201","0.5",NA,"M","M","child",9,"child",2,"(6,9]","(0,3]","Older","following","following_0.5",6,39,23,0,0,1.67112807335612,-1.26761553412673
"867",107,"teasing","201","229","1.0",NA,"M","M","child",2,"child",9,"(0,3]","(6,9]","Younger","teasing_1.0","teasing_1.0",50,38,44,0,0,-1.49046557893925,1.73067742206873
"868",107,"leading","229","201","0.5",NA,"M","M","child",9,"child",2,"(6,9]","(0,3]","Older","leading","leading_0.5",16,39,23,0,0,1.67112807335612,-1.26761553412673
"869",107,"following","201","229","0.5",NA,"M","M","child",2,"child",9,"(0,3]","(6,9]","Younger","following","following_0.5",6,38,44,0,0,-1.49046557893925,1.73067742206873
"871",107,"helping","204","193","0.5","pleading to 192 as a witness","M","F","child",9,"child",5,"(6,9]","(3,6]","Older","helping","helping_0.5",14,35,6,0,1,1.67112807335612,0.0173671613856132
"873",108,"leading","96","65","1.0",NA,"M","M","child",9,"child",8,"(6,9]","(6,9]","Older","leading","leading_1.0",16,123,43,0,0,1.67112807335612,1.30234985689795
"874",108,"following","65","96","0.5",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","following","following_0.5",6,41,128,0,0,1.21947183731393,1.73067742206873
"875",108,"leading","64","65","0.5",NA,"F","M","child",10,"child",8,"(9,12]","(6,9]","Older","leading","leading_0.5",16,136,43,1,0,2.12278430939832,1.30234985689795
"876",108,"following","65","64","0.0",NA,"M","F","child",8,"child",10,"(6,9]","(9,12]","Younger","following_0.0","following_0.0",7,41,141,0,1,1.21947183731393,2.15900498723951
"878",109,"leading","116","131","0.5",NA,"M","M","child",3,"child",7,"(0,3]","(6,9]","Younger","leading","leading_0.5",16,23,46,0,0,-1.03880934289705,0.874022291727172
"879",109,"following","131","116","0.0",NA,"M","M","child",7,"child",3,"(6,9]","(0,3]","Older","following_0.0","following_0.0",7,21,25,0,0,0.767815601271733,-0.839287968955946
"881",109,"scolding","131","116","0.5",NA,"M","M","child",7,"child",3,"(6,9]","(0,3]","Older","scolding","scolding_0.5",38,21,25,0,0,0.767815601271733,-0.839287968955946
"882",110,"teasing","391","457","0.5",NA,"M","M","child",4,"child",4,"(3,6]","(3,6]","Same","teasing_0.5","teasing_0.5",49,3,142,0,0,-0.587153106854854,-0.410960403785166
"885",112,"request for sharing","483","485","1.0",NA,"M","M","child",5,"child",3,"(3,6]","(0,3]","Older","request for sharing","request for sharing_1.0",37,48,88,0,0,-0.135496870812659,-0.839287968955946
"886",112,"sharing","485","483","0.0",NA,"M","M","child",3,"child",5,"(0,3]","(3,6]","Younger","sharing_0.0","sharing_0.0",40,79,53,0,0,-1.03880934289705,0.0173671613856132
"887",112,"tattling","483","485","0.5","second-party, to their older sister 481","M","M","child",5,"child",3,"(3,6]","(0,3]","Older","tattling","tattling_0.5",47,48,88,0,0,-0.135496870812659,-0.839287968955946
"888",112,"leading","481","485","0.5",NA,"F","M","child",10,"child",3,"(9,12]","(0,3]","Older","leading","leading_0.5",16,78,88,1,0,2.12278430939832,-0.839287968955946
"889",112,"following","485","481","0.0",NA,"M","F","child",3,"child",10,"(0,3]","(9,12]","Younger","following_0.0","following_0.0",7,79,87,0,1,-1.03880934289705,2.15900498723951
"890",112,"leading","481","483","0.5",NA,"F","M","child",10,"child",5,"(9,12]","(3,6]","Older","leading","leading_0.5",16,78,53,1,0,2.12278430939832,0.0173671613856132
"891",112,"following","483","485","0.0",NA,"M","M","child",5,"child",3,"(3,6]","(0,3]","Older","following_0.0","following_0.0",7,48,88,0,0,-0.135496870812659,-0.839287968955946
"892",112,"comforting","481","485","0.5",NA,"F","M","child",10,"child",3,"(9,12]","(0,3]","Older","comforting","comforting_0.5",2,78,88,1,0,2.12278430939832,-0.839287968955946
"893",113,"teasing","199","89","0.5","pull down pants","M","M","child",8,"child",5,"(6,9]","(3,6]","Older","teasing_0.5","teasing_0.5",49,22,27,0,0,1.21947183731393,0.0173671613856132
"894",113,"teasing","199","88","0.5","pull down pants","M","M","child",8,"child",7,"(6,9]","(6,9]","Older","teasing_0.5","teasing_0.5",49,22,125,0,0,1.21947183731393,0.874022291727172
"895",113,"teasing","88","200","0.5","pull down pants","M","M","child",7,"child",5,"(6,9]","(3,6]","Older","teasing_0.5","teasing_0.5",49,118,36,0,0,0.767815601271733,0.0173671613856132
"896",113,"teasing","200","88","0.5","pull down pants","M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,34,125,0,0,-0.135496870812659,0.874022291727172
"897",113,"teasing","87","199","0.5","pull down pants","M","M","child",9,"child",8,"(6,9]","(6,9]","Older","teasing_0.5","teasing_0.5",49,131,37,0,0,1.67112807335612,1.30234985689795
"898",113,"teasing","89","199","0.5","pull down pants","M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,26,37,0,0,-0.135496870812659,1.30234985689795
"903",114,"leading","65","483","0.5","race with 7","M","M","child",8,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,41,53,0,0,1.21947183731393,0.0173671613856132
"904",114,"following","483","65","0.0",NA,"M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","following_0.0","following_0.0",7,48,43,0,0,-0.135496870812659,1.30234985689795
"905",114,"leading","98","6","0.5","race with 483","M","M","child",6,"child",5,"(3,6]","(3,6]","Older","leading","leading_0.5",16,90,96,0,0,0.316159365229537,0.0173671613856132
"906",114,"leading","6","483","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","leading","leading_0.5",16,89,53,0,0,-0.135496870812659,0.0173671613856132
"907",114,"following","483","6","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","following","following_0.5",6,48,96,0,0,-0.135496870812659,0.0173671613856132
"908",114,"leading","65","98","0.5",NA,"M","M","child",8,"child",6,"(6,9]","(3,6]","Older","leading","leading_0.5",16,41,97,0,0,1.21947183731393,0.445694726556393
"909",114,"following","98","65","0.5",NA,"M","M","child",6,"child",8,"(3,6]","(6,9]","Younger","following","following_0.5",6,90,43,0,0,0.316159365229537,1.30234985689795
"910",114,"teasing","65","7","0.5","fat 7","M","M","child",8,"child",3,"(6,9]","(0,3]","Older","teasing_0.5","teasing_0.5",49,41,95,0,0,1.21947183731393,-0.839287968955946
"911",114,"teasing","483","7","0.5",NA,"M","M","child",5,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,48,95,0,0,-0.135496870812659,-0.839287968955946
"912",114,"dominating","122","65","0.5",NA,"M","M","child",7,"child",8,"(6,9]","(6,9]","Younger","dominating","dominating_0.5",5,42,43,0,0,0.767815601271733,1.30234985689795
"913",114,"submitting","65","122","0.5",NA,"M","M","child",8,"child",7,"(6,9]","(6,9]","Older","submitting","submitting_0.5",42,41,45,0,0,1.21947183731393,0.874022291727172
"914",114,"leading","6","98","1.0","repeatedly","M","M","child",5,"child",6,"(3,6]","(3,6]","Younger","leading","leading_1.0",16,89,97,0,0,-0.135496870812659,0.445694726556393
"915",114,"following","98","6","0.5","distracted","M","M","child",6,"child",5,"(3,6]","(3,6]","Older","following","following_0.5",6,90,96,0,0,0.316159365229537,0.0173671613856132
"916",114,"physical aggression","98","6","0.5",NA,"M","M","child",6,"child",5,"(3,6]","(3,6]","Older","Z","physical aggression_0.5",52,90,96,0,0,0.316159365229537,0.0173671613856132
"918",115,"scolding","144","88","0.5",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","scolding","scolding_0.5",38,54,125,0,0,0.767815601271733,0.874022291727172
"920",115,"support opinion","87","88","0.5",NA,"M","M","child",9,"child",7,"(6,9]","(6,9]","Older","support opinion","support opinion_0.5",44,131,125,0,0,1.67112807335612,0.874022291727172
"921",115,"verbal aggression","199","88","0.5","cursing, copulate","M","M","child",8,"child",7,"(6,9]","(6,9]","Older","verbal aggression","verbal aggression_0.5",51,22,125,0,0,1.21947183731393,0.874022291727172
"922",115,"request for access","88","144","1.0",NA,"M","M","child",7,"child",7,"(6,9]","(6,9]","Same","request for access","request for access_1.0",31,118,58,0,0,0.767815601271733,0.874022291727172
"925",116,"teasing","493","172","0.5",NA,"M","F","child",7,"child",7,"(6,9]","(6,9]","Same","teasing_0.5","teasing_0.5",49,55,18,0,1,0.767815601271733,0.874022291727172
"926",116,"teasing","247","172","0.5",NA,"F","F","child",9,"child",7,"(6,9]","(6,9]","Older","teasing_0.5","teasing_0.5",49,112,18,1,1,1.67112807335612,0.874022291727172
"927",116,"teasing","145","172","0.5",NA,"M","F","child",5,"child",7,"(3,6]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,33,18,0,1,-0.135496870812659,0.874022291727172
"928",116,"teasing","493","145","0.5","eleven fingers","M","M","child",7,"child",5,"(6,9]","(3,6]","Older","teasing_0.5","teasing_0.5",49,55,35,0,0,0.767815601271733,0.0173671613856132
"929",116,"teasing","183","145","0.5","Fat Eyelids","F","M","child",10,"child",5,"(9,12]","(3,6]","Older","teasing_0.5","teasing_0.5",49,137,35,1,0,2.12278430939832,0.0173671613856132
"930",116,"teasing","205","145","0.5",NA,"F","M","child",7,"child",5,"(6,9]","(3,6]","Older","teasing_0.5","teasing_0.5",49,68,35,1,0,0.767815601271733,0.0173671613856132
"931",116,"leading","183","144","0.5",NA,"F","M","child",10,"child",7,"(9,12]","(6,9]","Older","leading","leading_0.5",16,137,58,1,0,2.12278430939832,0.874022291727172
"932",116,"request for access","145","183","0.5",NA,"M","F","child",5,"child",10,"(3,6]","(9,12]","Younger","request for access","request for access_0.5",31,33,99,0,1,-0.135496870812659,2.15900498723951
"933",116,"granting access","183","145","0.5",NA,"F","M","child",10,"child",5,"(9,12]","(3,6]","Older","granting access","granting access_0.5",10,137,35,1,0,2.12278430939832,0.0173671613856132
"934",116,"request for access","247","183","0.5",NA,"F","F","child",9,"child",10,"(6,9]","(9,12]","Younger","request for access","request for access_0.5",31,112,99,1,1,1.67112807335612,2.15900498723951
"935",116,"granting access","183","247","0.5",NA,"F","F","child",10,"child",9,"(9,12]","(6,9]","Older","granting access","granting access_0.5",10,137,120,1,1,2.12278430939832,1.73067742206873
"936",117,"dominating","96","98","1.0",NA,"M","M","child",9,"child",6,"(6,9]","(3,6]","Older","dominating","dominating_1.0",5,123,97,0,0,1.67112807335612,0.445694726556393
"937",117,"submitting","98","96","0.0",NA,"M","M","child",6,"child",9,"(3,6]","(6,9]","Younger","submitting_0.0","submitting_0.0",43,90,128,0,0,0.316159365229537,1.73067742206873
"938",117,"dominating","97","98","1.0",NA,"F","M","child",8,"child",6,"(6,9]","(3,6]","Older","dominating","dominating_1.0",5,74,97,1,0,1.21947183731393,0.445694726556393
"939",117,"submitting","98","97","0.0",NA,"M","F","child",6,"child",8,"(3,6]","(6,9]","Younger","submitting_0.0","submitting_0.0",43,90,82,0,1,0.316159365229537,1.30234985689795
"940",117,"physical aggression","97","98","1.0",NA,"F","M","child",8,"child",6,"(6,9]","(3,6]","Older","Z","physical aggression_1.0",52,74,97,1,0,1.21947183731393,0.445694726556393
"941",117,"support opinion","96","97","0.5",NA,"M","F","child",9,"child",8,"(6,9]","(6,9]","Older","support opinion","support opinion_0.5",44,123,82,0,1,1.67112807335612,1.30234985689795
"942",117,"leading","97","96","0.5",NA,"F","M","child",8,"child",9,"(6,9]","(6,9]","Younger","leading","leading_0.5",16,74,128,1,0,1.21947183731393,1.73067742206873
"943",117,"tattling","97","98","1.0","threaten to tell their mom","F","M","child",8,"child",6,"(6,9]","(3,6]","Older","tattling","tattling_1.0",47,74,97,1,0,1.21947183731393,0.445694726556393
"944",117,"tattling","96","98","1.0","threaten to tell their mom","M","M","child",9,"child",6,"(6,9]","(3,6]","Older","tattling","tattling_1.0",47,123,97,0,0,1.67112807335612,0.445694726556393
"945",117,"physical aggression","98","97","1.0",NA,"M","F","child",6,"child",8,"(3,6]","(6,9]","Younger","Z","physical aggression_1.0",52,90,82,0,1,0.316159365229537,1.30234985689795
"946",117,"ownership assertion","98","96","0.5",NA,"M","M","child",6,"child",9,"(3,6]","(6,9]","Younger","ownership assertion","ownership assertion_0.5",22,90,128,0,0,0.316159365229537,1.73067742206873
"947",117,"ownership acknowledgement","96","98","0.0",NA,"M","M","child",9,"child",6,"(6,9]","(3,6]","Older","ownership acknowledgement_0.0","ownership acknowledgement_0.0",21,123,97,0,0,1.67112807335612,0.445694726556393
"948",117,"physical aggression","98","96","0.5","threaten to hit, repeatedly","M","M","child",6,"child",9,"(3,6]","(6,9]","Younger","Z","physical aggression_0.5",52,90,128,0,0,0.316159365229537,1.73067742206873
"949",117,"taking","58","98","0.5",NA,"M","M","child",7,"child",6,"(6,9]","(3,6]","Older","taking","taking_0.5",46,138,97,0,0,0.767815601271733,0.445694726556393
"950",117,"scolding","97","98","1.0",NA,"F","M","child",8,"child",6,"(6,9]","(3,6]","Older","scolding","scolding_1.0",38,74,97,1,0,1.21947183731393,0.445694726556393
"951",118,"teasing","183","145","1.0","let us spank you","F","M","child",10,"child",5,"(9,12]","(3,6]","Older","teasing_1.0","teasing_1.0",50,137,35,1,0,2.12278430939832,0.0173671613856132
"952",118,"scolding","200","493","0.5",NA,"M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","scolding","scolding_0.5",38,34,60,0,0,-0.135496870812659,0.874022291727172
"953",118,"physical aggression","145","493","0.5",NA,"M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","Z","physical aggression_0.5",52,33,60,0,0,-0.135496870812659,0.874022291727172
"954",118,"physical aggression","493","145","1.0",NA,"M","M","child",7,"child",5,"(6,9]","(3,6]","Older","Z","physical aggression_1.0",52,55,35,0,0,0.767815601271733,0.0173671613856132
"957",118,"tattling","200","493","0.5","third-party, to first party's mom","M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","tattling","tattling_0.5",47,34,60,0,0,-0.135496870812659,0.874022291727172
"959",118,"dominating","183","206","0.5",NA,"F","M","child",10,"child",5,"(9,12]","(3,6]","Older","dominating","dominating_0.5",5,137,5,1,0,2.12278430939832,0.0173671613856132
"964",119,"leading","145","508","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","leading","leading_0.5",16,33,40,0,0,-0.135496870812659,0.0173671613856132
"965",119,"scolding","508","145","0.5",NA,"M","M","child",5,"child",5,"(3,6]","(3,6]","Same","scolding","scolding_0.5",38,36,35,0,0,-0.135496870812659,0.0173671613856132
"967",120,"teasing","205","49","1.0","several times, including ""Liu Mang""","F","M","child",7,"child",6,"(6,9]","(3,6]","Older","teasing_1.0","teasing_1.0",50,68,19,1,0,0.767815601271733,0.445694726556393
"968",120,"teasing","205","172","0.5","""shorty""","F","F","child",7,"child",7,"(6,9]","(6,9]","Same","teasing_0.5","teasing_0.5",49,68,18,1,1,0.767815601271733,0.874022291727172
"969",120,"sharing","205","172","0.5",NA,"F","F","child",7,"child",7,"(6,9]","(6,9]","Same","sharing","sharing_0.5",39,68,18,1,1,0.767815601271733,0.874022291727172
"970",121,"request for sharing","89","90","1.0",NA,"M","F","child",5,"child",2,"(3,6]","(0,3]","Older","request for sharing","request for sharing_1.0",37,26,28,0,1,-0.135496870812659,-1.26761553412673
"971",121,"sharing","90","89","0.5",NA,"F","M","child",2,"child",5,"(0,3]","(3,6]","Younger","sharing","sharing_0.5",39,25,27,1,0,-1.49046557893925,0.0173671613856132
"972",121,"sharing","89","90","0.5",NA,"M","F","child",5,"child",2,"(3,6]","(0,3]","Older","sharing","sharing_0.5",39,26,28,0,1,-0.135496870812659,-1.26761553412673
"975",122,"leading","377","378","1.0",NA,"F","M","child",10,"child",7,"(9,12]","(6,9]","Older","leading","leading_1.0",16,63,69,1,0,2.12278430939832,0.874022291727172
"976",122,"following","378","377","0.0",NA,"M","F","child",7,"child",10,"(6,9]","(9,12]","Younger","following_0.0","following_0.0",7,64,70,0,1,0.767815601271733,2.15900498723951
"977",122,"sharing","378","377","0.5",NA,"M","F","child",7,"child",10,"(6,9]","(9,12]","Younger","sharing","sharing_0.5",39,64,70,0,1,0.767815601271733,2.15900498723951
"980",123,"leading","390","294","1.0",NA,"F","M","child",6,"child",5,"(3,6]","(3,6]","Older","leading","leading_1.0",16,108,10,1,0,0.316159365229537,0.0173671613856132
"982",123,"helping","294","293","0.5",NA,"M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","helping","helping_0.5",14,10,122,0,0,-0.135496870812659,0.874022291727172
"986",124,"leading","114","115","0.5",NA,"M","F","child",8,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,24,80,0,1,1.21947183731393,0.0173671613856132
"987",124,"following","115","114","0.5",NA,"F","M","child",5,"child",8,"(3,6]","(6,9]","Younger","following","following_0.5",6,70,24,1,0,-0.135496870812659,1.30234985689795
"988",124,"leading","115","114","0.5",NA,"F","M","child",5,"child",8,"(3,6]","(6,9]","Younger","leading","leading_0.5",16,70,24,1,0,-0.135496870812659,1.30234985689795
"989",124,"following","114","115","0.5",NA,"M","F","child",8,"child",5,"(6,9]","(3,6]","Older","following","following_0.5",6,24,80,0,1,1.21947183731393,0.0173671613856132
"991",124,"leading","114","115","0.5",NA,"M","F","child",8,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,24,80,0,1,1.21947183731393,0.0173671613856132
"992",124,"following","115","114","0.5",NA,"F","M","child",5,"child",8,"(3,6]","(6,9]","Younger","following","following_0.5",6,70,24,1,0,-0.135496870812659,1.30234985689795
"994",125,"scolding","389","470","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","scolding","scolding_0.5",38,107,109,1,1,0.316159365229537,0.445694726556393
"995",126,"dominating","199","200","1.0","""order""","M","M","child",8,"child",5,"(6,9]","(3,6]","Older","dominating","dominating_1.0",5,22,36,0,0,1.21947183731393,0.0173671613856132
"996",126,"submitting","200","199","0.5",NA,"M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","submitting","submitting_0.5",42,34,37,0,0,-0.135496870812659,1.30234985689795
"997",126,"leading","199","204","1.0",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","leading","leading_1.0",16,22,38,0,0,1.21947183731393,1.73067742206873
"998",126,"following","204","199","0.5",NA,"M","M","child",9,"child",8,"(6,9]","(6,9]","Older","following","following_0.5",6,35,37,0,0,1.67112807335612,1.30234985689795
"1001",127,"teasing","98","150","1.0",NA,"M","M","child",6,"child",2,"(3,6]","(0,3]","Older","teasing_1.0","teasing_1.0",50,90,67,0,0,0.316159365229537,-1.26761553412673
"1002",127,"teasing","184","145","0.5",NA,"M","M","child",8,"child",5,"(6,9]","(3,6]","Older","teasing_0.5","teasing_0.5",49,28,35,0,0,1.21947183731393,0.0173671613856132
"1003",127,"teasing","98","145","0.5",NA,"M","M","child",6,"child",5,"(3,6]","(3,6]","Older","teasing_0.5","teasing_0.5",49,90,35,0,0,0.316159365229537,0.0173671613856132
"1004",127,"dominating","184","150","1.0",NA,"M","M","child",8,"child",2,"(6,9]","(0,3]","Older","dominating","dominating_1.0",5,28,67,0,0,1.21947183731393,-1.26761553412673
"1005",127,"leading","145","150","0.5",NA,"M","M","child",5,"child",2,"(3,6]","(0,3]","Older","leading","leading_0.5",16,33,67,0,0,-0.135496870812659,-1.26761553412673
"1006",127,"following","150","145","0.5",NA,"M","M","child",2,"child",5,"(0,3]","(3,6]","Younger","following","following_0.5",6,61,35,0,0,-1.49046557893925,0.0173671613856132
"1007",127,"tattling","184","150","1.0","to 150's father, fabrication, pure manipulation, and went further to see if 150 was punished or not","M","M","child",8,"child",2,"(6,9]","(0,3]","Older","tattling","tattling_1.0",47,28,67,0,0,1.21947183731393,-1.26761553412673
